q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,storia,authorship,LLM
5,4,5,2,1,4,2,5,4,2,2,4,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,5,5,3,2,5,3,5,5,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,5,5,3,1,4,3,5,4,2,2,3,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,2,2,4,2,5,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,1,5,3,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,3,5,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,2,5,2,5,5,2,2,4,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,2,4,2,5,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,3,2,4,3,5,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,3,4,5,2,2,3,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,1,1,2,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,4,3,2,4,2,4,4,2,2,3,2,NO,SI,NO,NO,SI,3,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,2,4,5,2,2,3,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,2,2,5,3,4,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,4,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,1,5,3,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,2,5,3,5,5,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,2,2,5,2,5,4,2,2,4,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,1,1,2,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,2,5,3,4,5,2,2,4,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,1,4,2,5,4,2,2,4,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,1,1,2,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,3,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,3,4,2,2,3,2,4,4,2,2,3,3,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,3,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,2,1,4,2,4,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,3,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,3,5,5,1,1,2,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,2,4,2,4,5,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,3,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,5,5,2,2,4,2,5,5,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,4,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,4,5,3,2,5,3,4,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,3,4,2,2,4,2,4,4,1,1,2,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
4,3,4,2,1,4,2,4,3,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,3,4,5,2,2,3,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,3,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,NO,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,1,5,3,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,4,2,1,4,3,4,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,5,2,4,5,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,2,2,3,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,2,1,4,2,5,4,1,1,2,1,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,4,5,3,2,4,3,5,4,2,2,3,2,NO,SI,NO,NO,SI,4,storia_3,autore_umano_E_AI,gemma
5,5,6,2,2,6,3,6,6,4,3,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
5,5,6,2,2,6,3,5,6,4,4,5,2,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,1,1,6,4,5,6,3,4,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,4,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,3,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
5,4,5,2,2,5,3,4,5,3,3,4,2,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,3,5,6,4,4,5,1,NO,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,3,3,5,1,NO,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,4,2,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,3,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,3,5,6,4,4,5,1,NO,SI,NO,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,4,2,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,2,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
5,4,5,1,1,5,2,4,5,3,3,5,1,NO,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,6,6,2,1,6,2,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,3,3,4,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,6,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,3,3,4,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,4,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,6,6,2,2,6,3,6,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,4,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,6,6,3,3,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,2,6,3,5,6,3,3,4,2,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,5,6,4,4,5,1,NO,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,3,5,1,NO,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,2,6,4,5,6,3,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,3,3,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
5,5,6,2,2,6,3,5,6,3,3,4,2,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,4,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,4,5,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,6,7,1,1,7,5,6,7,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,4,5,6,4,4,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
5,4,5,2,2,5,3,4,5,3,3,4,2,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,6,6,3,3,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,3,3,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,1,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
5,5,6,1,2,6,3,5,6,3,3,4,2,NO,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,5,6,4,4,5,1,SI,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,6,7,1,1,7,5,7,7,4,4,5,1,NO,SI,NO,NO,SI,5,storia_1,autore_umano,gemini
6,6,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
5,4,5,2,2,5,3,4,5,3,3,4,2,SI,SI,NO,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,6,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
5,4,5,2,2,5,3,5,5,3,3,4,2,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
5,5,6,2,2,6,3,6,6,3,4,5,2,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,SI,SI,SI,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,3,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,3,2,6,4,5,6,3,3,4,2,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,6,6,3,3,4,2,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,2,6,6,4,4,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,2,6,3,5,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,3,1,6,3,5,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,3,1,6,4,5,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,2,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,3,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
5,6,6,2,1,6,4,5,6,3,3,4,2,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,3,4,5,1,NO,SI,NO,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,2,6,4,6,6,4,4,5,1,SI,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,3,3,4,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,6,6,2,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,SI,SI,NO,SI,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,4,5,1,SI,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,1,1,6,3,5,6,4,3,5,1,SI,SI,SI,NO,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,5,6,4,3,5,1,NO,SI,SI,SI,SI,4,storia_1,autore_umano,gemini
6,5,6,2,1,6,4,5,6,4,4,5,1,NO,SI,NO,NO,SI,5,storia_1,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,6,3,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,7,7,4,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,7,6,3,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,7,6,4,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,7,7,3,4,5,1,NO,SI,SI,NO,SI,4,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,7,7,4,4,5,1,NO,SI,NO,SI,SI,5,storia_2,autore_umano,gemini
5,5,6,1,1,6,3,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,NO,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,6,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,5,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,NO,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,3,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,NO,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,3,4,5,1,NO,SI,NO,SI,SI,4,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,2,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
5,5,6,1,2,6,2,6,6,3,3,4,2,NO,SI,SI,SI,SI,4,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,NO,SI,SI,5,storia_2,autore_umano,gemini
6,6,6,1,1,6,3,6,6,4,4,5,1,NO,SI,NO,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,6,7,1,1,7,5,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,3,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,6,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,7,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,4,6,6,4,3,5,1,NO,SI,NO,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,3,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,7,6,4,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,SI,SI,4,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,2,1,6,3,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,3,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,4,6,6,3,3,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
6,5,6,1,1,6,3,6,6,4,4,5,1,NO,SI,SI,SI,SI,5,storia_2,autore_umano,gemini
6,6,6,1,1,6,4,6,6,4,4,5,1,NO,SI,SI,NO,SI,5,storia_2,autore_umano,gemini
